0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1109,VTGN,Vistagen Therapeutics| Inc.,3.39,N/A,4,57551220,0.05755122, N/A ,2.33,0,0,4.33,4.33,F,F,A+,A+,C+
1110,SYK,Stryker Corporation,3.39,3.5,3.96,1.11E+11,111.188,0.0101,0,1,4.33,3.67,4.33,D,A+,A-,A+,F
1111,PSEC,Prospect Capital Corporation,3.39,3.4,2,2502488060,2.50248806,0.1152,4.33,0,3.67,1.33,4,F,A-,D+,A,A+
1112,AGX,Argan| Inc.,3.39,4,4.5,587752130,0.58775213,0.0227,3.33,1.33,3,3.33,3.33,D+,B,B+,B+,B+
1113,YETI,YETI Holdings| Inc.,3.39,3.66,3.68,4134727420,4.13472742, N/A ,0.67,2.33,3,3.67,4,C+,B,A-,A,D-
1114,VECO,Veeco Instruments Inc.,3.39,3,4.28,1598522500,1.5985225, N/A ,1.67,1,3.33,4,3.67,D,B+,A,A-,C-
1115,BKR,Baker Hughes Company,3.39,3.5,4.17,37034107000,37.034107,0.0213,0.67,3.67,2.33,3.67,3.67,A-,C+,A-,A-,D-
1116,SXI,Standex International Corporation,3.39,3,4.5,1712651260,1.71265126,0.0077,1,1,3,4,4,D,B,A,A,D
1117,AAL,American Airlines Group Inc.,3.39,4.57,3.14,8663585800,8.6635858, N/A ,4.33,4.33,4,1.33,2.67,A+,A,D+,B-,A+
1118,ORLY,O'Reilly Automotive| Inc.,3.39,3,4,56683819000,56.683819, N/A ,0.67,2.33,4.33,3.33,3.33,C+,A+,B+,B+,D-
1119,ROST,Ross Stores| Inc.,3.39,3.66,4,39890870000,39.89087,0.0111,0,1.67,4,3.33,3.67,C-,A,B+,A-,F
1120,MELI,MercadoLibre| Inc.,3.39,4.09,4.45,69299700000,69.2997, N/A ,0,4.33,4,4,3,A+,A,A,B,F
1121,TT,Trane Technologies plc,3.39,4.5,3.36,46248268000,46.248268,0.0144,0.67,2.67,3.67,3,3.67,B-,A-,B,A-,D-
1122,CFLT,Confluent| Inc.,3.39,3.5,4,10131124200,10.1311242, N/A ,1,2.33,1.33,3.67,3.67,C+,D+,A-,A-,D
1123,SKM,SK Telecom Co.| Ltd.,3.39,3.5,4.5,8287627800,8.2876278,0.0662,4,1,3.67,2.67,4,D,A-,B-,A,A
1124,EBKDY,Erste Group Bank AG,3.39,4,5,14299206700,14.2992067,0.0588,3.67,3.33,0,3.33,3.67,B+,F,B+,A-,A-
1125,PED,PEDEVCO Corp.,3.39,N/A,4.5,94003488,0.094003488, N/A ,2,3.33,0,2.67,4.33,B+,F,B-,A+,C
1126,LIN,Linde plc,3.39,4,4.27,1.89E+11,189.318,0.0129,0,2.67,4.33,3.67,3.67,B-,A+,A-,A-,F
1127,RDY,Dr. Reddy's Laboratories Limited,3.39,4,4.2,11659855900,11.6598559,0.0069,0,1.67,4,4,4.33,C-,A,A,A+,F
1128,DAC,Danaos Corporation,3.39,4.5,3.66,1265117180,1.26511718,0.0468,4.33,1.33,4.33,2.67,2.67,D+,A+,B-,B-,A+
1129,SFM,Sprouts Farmers Market| Inc.,3.39,3.75,2.53,4140430340,4.14043034, N/A ,2.33,1.33,2.67,4,3.67,D+,B-,A,A-,C+
1130,DPZ,Domino's Pizza| Inc.,3.39,3.16,3.8,13633435600,13.6334356,0.0122,0,2,4,3.67,3.33,C,A,A-,B+,F
1131,RYKKY,Ryohin Keikaku Co.| Ltd.,3.39,N/A,5,3488381440,3.48838144,0.0112,1,0.67,2.67,4,4,D-,B-,A,A,D
1132,DLX,Deluxe Corporation,3.39,3,4,865788610,0.86578861,0.0605,3.67,0.67,2.33,3.33,3.33,D-,C+,B+,B+,A-
1133,ZYNE,Zynerba Pharmaceuticals| Inc.,3.39,N/A,3,68119648,0.068119648, N/A ,2.33,3.33,1.33,4.33,0.67,B+,D+,A+,D-,C+
1134,ESTE,Earthstone Energy| Inc.,3.39,3.8,4,2777547780,2.77754778, N/A ,3.67,3.67,2.67,4.33,0.67,A-,B-,A+,D-,A-
1135,LRLCY,L'Or‚al S.A.,3.39,3.33,4.33,2.34E+11,234.282,0.0151,0,3.67,4.33,3.33,4,A-,A+,B+,A,F
1136,WWD,Woodward| Inc.,3.39,3,3.27,7813204000,7.813204,0.0066,0,1.67,2,4,3.67,C-,C,A,A-,F
1137,CTSH,Cognizant Technology Solutions Corporation,3.39,3.66,3.1,35842789000,35.842789,0.0162,1.67,1,4,3.33,3.33,D,A,B+,B+,C-
1138,CASY,Casey's General Stores| Inc.,3.38,3.33,4.23,10433167400,10.4331674,0.0056,0.67,2.67,2.67,4,3.67,B-,B-,A,A-,D-
1139,DFIN,Donnelley Financial Solutions| Inc.,3.38,N/A,4,1516380030,1.51638003, N/A ,1,1,3.33,4,4.33,D,B+,A,A+,D
1140,ENLAY,Enel SpA,3.38,3.66,3,68073157000,68.073157,0.0661,4,2,4.33,4,-1,C,A+,A,N/A,A
1141,CME,CME Group Inc.,3.38,3.5,3.88,74759512000,74.759512,0.0208,0,2.33,4,3.67,3.67,C+,A,A-,A-,F
1142,MMC,Marsh & McLennan Companies| Inc.,3.38,3,3.44,96908780000,96.90878,0.0126,0,3,3.67,4,3.67,B,A-,A,A-,F
1143,EURN,Euronav NV,3.38,4,4.6,3168612350,3.16861235,0.1696,4.33,4.33,2.33,0.67,3.67,A+,C+,D-,A-,A+
1144,HUBB,Hubbell Incorporated,3.38,3,3.36,16939356200,16.9393562,0.0142,0.67,2.67,3.67,3.67,3.33,B-,A-,A-,B+,D-
1145,ABBV,AbbVie Inc.,3.38,3.58,3.75,2.68E+11,268.499,0.0385,1,0,4.33,3.33,2.67,F,A+,B+,B-,D
1146,KHNGY,Kuehne + Nagel International AG,3.38,4,2,35334889000,35.334889,0.0528,3.33,0,4.33,3,4,F,A+,B,A,B+
1147,EXAS,Exact Sciences Corporation,3.38,3.66,4.26,13979882500,13.9798825, N/A ,0.67,3,3.33,4,3.33,B,B+,A,B+,D-
1148,CPAC,Cementos Pacasmayo S.A.A.,3.38,4,3.4,443300384,0.443300384,0.1066,4,1.33,2,2.67,4.33,D+,C,B-,A+,A
1149,BRO,Brown & Brown| Inc.,3.38,4,3.72,20598818800,20.5988188,0.0063,0,2.67,3.33,4,4,B-,B+,A,A,F
1150,GOCO,GoHealth| Inc.,3.38,3,3.5,336179104,0.336179104, N/A ,3.33,4,0.67,4,3.67,A,D-,A,A-,B+
1151,PALT,Paltalk| Inc.,3.38,N/A,4,19919860,0.01991986, N/A ,3,1.67,0.67,4,3.67,C-,D-,A,A-,B
1152,MLM,Martin Marietta Materials| Inc.,3.38,3,3.85,26274824200,26.2748242,0.0064,0,3.33,2.67,3.67,4.33,B+,B-,A-,A+,F
1153,AKBA,Akebia Therapeutics| Inc.,3.38,2.5,4,237275392,0.237275392, N/A ,3,1.33,2.67,4.33,0,D+,B-,A+,F,B
1154,LVO,LiveOne| Inc.,3.38,4,4.66,109028736,0.109028736, N/A ,1.67,3,0.67,4.33,3.67,B,D-,A+,A-,C-
1155,BRFH,Barfresh Food Group| Inc.,3.38,N/A,4.5,26727792,0.026727792, N/A ,2,1.67,0,4.33,3.67,C-,F,A+,A-,C
1156,AYRWF,Ayr Wellness Inc.,3.38,3,4.37,240807488,0.240807488, N/A ,4,1.67,3.33,4.33,1.33,C-,B+,A+,D+,A
1157,MDT,Medtronic plc,3.38,3.71,3.74,1.09E+11,108.798,0.0334,1,0.67,4.33,3,3.33,D-,A+,B,B+,D
1158,ALGN,Align Technology| Inc.,3.38,2.75,4,25473478700,25.4734787, N/A ,0,2.33,4,4,3.33,C+,A,A,B+,F
1159,TOMZ,TOMI Environmental Solutions| Inc.,3.38,N/A,4,21806350,0.02180635, N/A ,3.67,2.33,0.67,4.33,1,C+,D-,A+,D,A-
1160,ERIE,Erie Indemnity Company,3.38,N/A,5,15116477400,15.1164774,0.0164,0,3.67,3.33,4,4.33,A-,B+,A,A+,F
1161,UFPT,UFP Technologies| Inc.,3.38,4,5,1242147200,1.2421472, N/A ,0.67,4,4,4,4,A,A,A,A,D-
1162,QLYS,Qualys| Inc.,3.38,3,3.09,5600059900,5.6000599, N/A ,0.67,2,4.33,3.33,4.33,C,A+,B+,A+,D-
1163,HCA,HCA Healthcare| Inc.,3.38,4,4.47,69705081000,69.705081,0.0092,0.67,0.67,4.33,3.33,3.33,D-,A+,B+,B+,D-
1164,NRDBY,Nordea Bank Abp,3.38,4,5,38940205000,38.940205,0.0791,4,2.67,0.67,2.67,4.33,B-,D-,B-,A+,A
1165,NGL,NGL Energy Partners LP,3.38,3,3,507920256,0.507920256, N/A ,3.33,0.67,1.67,4.33,0.67,D-,C-,A+,D-,B+
1166,IBP,Installed Building Products| Inc.,3.38,2.5,3.46,3602870270,3.60287027,0.0102,0.67,1.33,3.33,4,3.33,D+,B+,A,B+,D-
1167,ESAB,ESAB Corporation,3.37,3,3.33,4115714820,4.11571482,0.0031,0,2.67,2.67,4,3.67,B-,B-,A,A-,F
1168,FWRG,First Watch Restaurant Group| Inc.,3.37,4,4.44,1141669380,1.14166938, N/A ,0.67,2.67,1.67,3.67,4.33,B-,C-,A-,A+,D-
1169,NET,Cloudflare| Inc.,3.37,3.37,3.44,20975552500,20.9755525, N/A ,1,4.33,2.67,3,3.67,A+,B-,B,A-,D
1170,DVA,DaVita Inc.,3.37,3,3.11,8974677000,8.974677, N/A ,2,1,4,3.67,4,D,A,A-,A,C
1171,BMI,Badger Meter| Inc.,3.37,4,3.5,4715198000,4.715198,0.0059,0,2.67,3.33,4,4.33,B-,B+,A,A+,F
1172,SGH,SMART Global Holdings| Inc.,3.37,3,4.66,1215648510,1.21564851, N/A ,2.67,0,2.67,3.67,4.33,F,B-,A-,A+,B-
1173,DNBBY,DNB Bank ASA,3.37,3,2,31177103400,31.1771034,0.0577,3.33,1,4.33,3.33,4.33,D,A+,B+,A+,B+
1174,NBIX,Neurocrine Biosciences| Inc.,3.37,3.5,4.28,11110895600,11.1108956, N/A ,0.67,4.33,4,3.67,3.33,A+,A,A-,B+,D-
1175,GNTX,Gentex Corporation,3.37,3.33,4.11,7521302000,7.521302,0.015,1,3,3.33,3.33,3.33,B,B+,B+,B+,D
1176,BRBR,BellRing Brands| Inc.,3.37,3,4.66,5347238900,5.3472389, N/A ,0.67,3.67,3.67,4.33,3,A-,A-,A+,B,D-
1177,ROP,Roper Technologies| Inc.,3.37,3.5,4.22,53293556000,53.293556,0.0054,0,1,4.33,3.33,4.33,D,A+,B+,A+,F
1178,NYT,The New York Times Company,3.37,2,3.71,6976198100,6.9761981,0.0094,0,3,2.67,4,4,B,B-,A,A,F
1179,IBN,ICICI Bank Limited,3.37,3,4.75,83612729000,83.612729,0.0081,0,2,0.67,3,4.33,C,D-,B,A+,F
1180,FTDR,Frontdoor| Inc.,3.37,4,3.28,2540285700,2.5402857, N/A ,1.67,0,3.67,3.67,4.33,F,A-,A-,A+,C-
1181,VMC,Vulcan Materials Company,3.37,4,4.18,27980286000,27.980286,0.008,0,3.67,3.33,3.67,4,A-,B+,A-,A,F
1182,COR,Cencora| Inc.,3.37,3,4.12,35810259000,35.810259,0.0109,1.33,0.67,4.33,3.67,3.33,D-,A+,A-,B+,D+
1183,BAC,Bank of America Corporation,3.37,3.95,3.73,2.29E+11,229.173,0.0312,2,0,4.33,2,2.33,F,A+,C,C+,C
1184,SCGLY,Soci‚t‚ G‚n‚rale Soci‚t‚ anonyme,3.37,4.5,4.5,22926383100,22.9263831,0.0643,4.33,4.33,4.33,3.67,1,A+,A+,A-,D,A+
1185,EHC,Encompass Health Corporation,3.37,4,4.66,6812686300,6.8126863,0.0088,0,0,3.67,3.67,3.67,F,A-,A-,A-,F
1186,BZZUY,Buzzi S.p.A.,3.37,N/A,5,5123691500,5.1236915,0.0179,3.33,3.33,3,4.33,-1,B+,B,A+,N/A,B+
1187,CDW,CDW Corporation,3.37,4,4.16,28121899000,28.121899,0.0114,0.67,1.67,3.67,3.33,4,C-,A-,B+,A,D-
1188,PG,The Procter & Gamble Company,3.37,3.2,3.95,3.62E+11,361.712,0.0242,0.67,1.33,4.33,3.33,2.67,D+,A+,B+,B-,D-
1189,BMA,Banco Macro S.A.,3.37,2.5,2.57,3150632700,3.1506327,0.0895,3.67,0,3,4.33,3,F,B,A+,B,A-
1190,E,Eni S.p.A.,3.37,4.25,3.5,53627826000,53.627826,0.0565,3.67,1.67,4.33,3,0,C-,A+,B,F,A-
1191,BLZE,Backblaze| Inc.,3.37,3,4.75,237137856,0.237137856, N/A ,1.67,3,0.67,4,3.33,B,D-,A,B+,C-
1192,SOFI,SoFi Technologies| Inc.,3.37,3.56,3.22,8598535200,8.5985352, N/A ,1.33,4.33,0,4.33,2,A+,F,A+,C,D+
1193,TTD,The Trade Desk| Inc.,3.37,3,3.96,41848238000,41.848238, N/A ,0,3.67,3.67,4.33,3,A-,A-,A+,B,F
1194,CUBI,Customers Bancorp| Inc.,3.37,4,4.25,1072984190,1.07298419, N/A ,2.67,1,2.33,4.33,3.33,D,C+,A+,B+,B-
1195,REAL,The RealReal| Inc.,3.37,4.5,3.45,250247808,0.250247808, N/A ,3,2,0.67,4.33,2.67,C,D-,A+,B-,B
1196,NUE,Nucor Corporation,3.36,3.75,3.53,38656451000,38.656451,0.0131,2.67,0,4.33,3.67,3.67,F,A+,A-,A-,B-
1197,IHG,InterContinental Hotels Group PLC,3.36,3.66,3,12874966000,12.874966,0.0182,0.67,3.33,4,3.67,4,B+,A,A-,A,D-
1198,AVAV,AeroVironment| Inc.,3.36,3.66,4.5,2902694400,2.9026944, N/A ,1,4,1,3.33,3.67,A,D,B+,A-,D
1199,CHD,Church & Dwight Co.| Inc.,3.36,3.25,3.23,23428593700,23.4285937,0.0113,0,4,3.33,3.67,4.33,A,B+,A-,A+,F
1200,PRO,PROS Holdings| Inc.,3.36,3,4.62,1517757700,1.5177577, N/A ,0.67,3,1.33,3.67,4.33,B,D+,A-,A+,D-
1201,TTE,TotalEnergies SE,3.36,3.66,3.75,1.60E+11,159.78,0.0475,3,0,4.33,2.67,0.67,F,A+,B-,D-,B
1202,EQNR,Equinor ASA,3.36,3.5,4,97390608000,97.390608,0.0306,4.33,0,4.33,1.33,0.67,F,A+,D+,D-,A+
1203,OBE,Obsidian Energy Ltd.,3.36,4,3.6,635982080,0.63598208, N/A ,4.33,1,3.33,3,1,D,B+,B,D,A+
1204,VMW,VMware| Inc.,3.36,3,3.4,72091574000,72.091574, N/A ,1,1.33,4.33,4,2.67,D+,A+,A,B-,D
1205,WMS,Advanced Drainage Systems| Inc.,3.36,3,4.44,9401361400,9.4013614,0.0044,0,2,4,3.67,3.33,C,A,A-,B+,F
1206,DBSDY,DBS Group Holdings Ltd,3.36,3,3,64760635000,64.760635,0.0496,3,1,0,3,4,D,F,B,A,B
1207,RELX,RELX PLC,3.36,3.5,4,65373028000,65.373028,0.0201,0.67,1.33,4.33,3.33,4.33,D+,A+,B+,A+,D-
1208,IRMD,IRadimed Corporation,3.36,4,4.5,575816130,0.57581613, N/A ,0.67,4,4,4,4.33,A,A,A,A+,D-
1209,RYAN,Ryan Specialty Holdings| Inc.,3.36,3,3.9,12789614600,12.7896146, N/A ,0.67,4.33,3,4,3.67,A+,B,A,A-,D-
1210,HESAY,HermŠs International Soci‚t‚ en commandite par actions,3.36,3,4,2.12E+11,212.154,0.007,0,3,4.33,3.33,4,B,A+,B+,A,F
1211,PAYO,Payoneer Global Inc.,3.36,4.33,4.7,2194537220,2.19453722, N/A ,0.67,4.33,3,3.67,3.67,A+,B,A-,A-,D-
1212,QSR,Restaurant Brands International Inc.,3.36,3,3.87,31137234900,31.1372349,0.0318,1,1.33,3.67,2.67,3.67,D+,A-,B-,A-,D
1213,HCI,HCI Group| Inc.,3.36,N/A,4.25,450274688,0.450274688,0.0305,0.67,4.33,0.67,3.33,4.33,A+,D-,B+,A+,D-
1214,GRNT,Granite Ridge Resources| Inc.,3.36,4,5,775341380,0.77534138,0.0713,4,1.67,4,0.67,4.33,C-,A,D-,A+,A
1215,MDLZ,Mondelez International| Inc.,3.36,3.75,4.26,98467045000,98.467045,0.0214,0.67,2.33,4,3.33,3.33,C+,A,B+,B+,D-
1216,NPWR,NET Power Inc.,3.36,5,4.6,3404448000,3.404448, N/A ,2.33,-1,0,4.33,-1,N/A,F,A+,N/A,C+
1217,CAPL,CrossAmerica Partners LP,3.36,3.5,3,746504380,0.74650438,0.1068,3.67,1.33,2,1,4.33,D+,C,D,A+,A-
1218,MSA,MSA Safety Incorporated,3.36,3,4.33,6774695400,6.7746954,0.0108,0,2,2.33,3.67,3.33,C,C+,A-,B+,F
1219,ESCA,Escalade| Incorporated,3.36,3,5,192727296,0.192727296,0.0406,2.33,0.67,2.33,3.67,4,D-,C+,A-,A,C+
1220,FTNT,Fortinet| Inc.,3.36,3.57,4.18,49554760000,49.55476, N/A ,0.67,3.67,4.33,2.67,3.33,A-,A+,B-,B+,D-
1221,PPG,PPG Industries| Inc.,3.36,4,3.85,31511640100,31.5116401,0.0188,0.67,3,3.67,2.67,4,B,A-,B-,A,D-
1222,THNPY,Technip Energies N.V.,3.36,3,3,4377150500,4.3771505,0.0225,2.67,0,1,4,-1,F,D,A,N/A,B-
1223,ACIU,AC Immune SA,3.36,N/A,4.66,245378112,0.245378112, N/A ,2,1,2.67,4,3,D,B-,A,B,C
1224,JXN,Jackson Financial Inc.,3.36,4,3.4,3303463940,3.30346394,0.0598,4.33,4.33,0.67,4,2.33,A+,D-,A,C+,A+
1225,SWDBY,Swedbank AB (publ),3.35,N/A,2,20102656000,20.102656,0.0524,3.67,4,0,3.33,4.33,A,F,B+,A+,A-
1226,PDCO,Patterson Companies| Inc.,3.35,4,3.3,2724988420,2.72498842,0.0367,3.33,0.67,3.67,3.33,4.33,D-,A-,B+,A+,B+
1227,CW,Curtiss-Wright Corporation,3.35,3.5,4.57,7683305500,7.6833055,0.0038,0,1.33,2.67,3.67,4,D+,B-,A-,A,F
1228,TTSH,Tile Shop Holdings| Inc.,3.35,3,5,241969232,0.241969232, N/A ,2,1,2.33,3.67,4.33,D,C+,A-,A+,C
1229,WDS,Woodside Energy Group Ltd,3.35,3,5,46876529000,46.876529,0.0916,3.33,2,4,1.67,-1,C,A,C-,N/A,B+
1230,CAH,Cardinal Health| Inc.,3.35,4,3.31,21997312000,21.997312,0.0227,4,1.33,4,3.67,2.67,D+,A,A-,B-,A
1231,JBAXY,Julius B„r Gruppe AG,3.35,3,5,13818535900,13.8185359,0.0434,2.67,3,0,3.33,3.67,B,F,B+,A-,B-
1232,ADSK,Autodesk| Inc.,3.35,4,4.14,46316167000,46.316167, N/A ,0.67,3,4.33,2.67,3.33,B,A+,B-,B+,D-
1233,PR,Permian Resources Corporation,3.35,3.66,4.35,7770379800,7.7703798,0.0146,2.33,3.67,3.33,4,1.33,A-,B+,A,D+,C+
1234,OPCH,Option Care Health| Inc.,3.35,3,4.62,6256111600,6.2561116, N/A ,0.67,3.67,4,3.67,3.67,A-,A,A-,A-,D-
1235,GLBE,Global-e Online Ltd.,3.35,4,4.3,6029747700,6.0297477, N/A ,0,3.67,2.33,3.67,4,A-,C+,A-,A,F
1236,ESLOY,EssilorLuxottica Soci‚t‚ anonyme,3.35,4,4.5,84556358000,84.556358,0.0187,0,1.33,4.33,3.33,3.67,D+,A+,B+,A-,F
1237,UEC,Uranium Energy Corp.,3.35,3.5,4.57,2031111550,2.03111155, N/A ,0,1.33,2.67,4.33,2,D+,B-,A+,C,F
1238,BSRR,Sierra Bancorp,3.35,N/A,3.33,290397824,0.290397824,0.0483,3,1.33,1.33,3,4,D+,D+,B,A,B
1239,SSL,Sasol Limited,3.35,2,5,8284100600,8.2841006,0.0713,4.33,3,3.33,1.33,4.33,B,B+,D+,A+,A+
1240,WRK,WestRock Company,3.35,4,3.9,9366399000,9.366399,0.0301,3,0.67,2.67,3.67,3.67,D-,B-,A-,A-,B
1241,OCCI,OFS Credit Company Inc,3.35,2,5,98509131,0.098509131,0.2973,4.33,2.33,4,0.67,2.67,C+,A,D-,B-,A+
1242,CORZQ,Core Scientific| Inc.,3.35,N/A,3,265397968,0.265397968, N/A ,3.33,1,0,4.33,2,D,F,A+,C,B+
1243,KRYS,Krystal Biotech| Inc.,3.35,5,4.87,3331307010,3.33130701, N/A ,1,2,3,4,3.33,C,B,A,B+,D
1244,RUSHA,Rush Enterprises| Inc.,3.35,4,4.33,3353434110,3.35343411,0.0148,2.67,0.67,2.33,3,4.33,D-,C+,B,A+,B-
1245,ATVI,Activision Blizzard| Inc.,3.35,3.55,3.3,72558543000,72.558543,0.0108,0,1.33,4,3.67,3.33,D+,A,A-,B+,F
1246,SNOW,Snowflake Inc.,3.35,3.5,4.04,53546578000,53.546578, N/A ,1,4.33,3.67,2.33,3.33,A+,A-,C+,B+,D
1247,AXON,Axon Enterprise| Inc.,3.35,4,4.38,15887245300,15.8872453, N/A ,0,3.33,3,3.67,4,B+,B,A-,A,F
1248,GPN,Global Payments Inc.,3.35,3,4.38,32327641100,32.3276411,0.008,0,3,3.67,4,3.33,B,A-,A,B+,F
1249,EXEL,Exelixis| Inc.,3.35,3.75,4.11,7090339800,7.0903398, N/A ,0.67,3.67,3.67,4,3,A-,A-,A,B,D-
1250,PXS,Pyxis Tankers Inc.,3.35,4,5,37781840,0.03778184, N/A ,4.33,1,4,1,3.67,D,A,D,A-,A+
1251,AMX,Am‚rica M¢vil| S.A.B. de C.V.,3.35,3.5,3.5,57634714000,57.634714,1.2089,4,1,4.33,2.33,3,D,A+,C+,B,A
1252,MAS,Masco Corporation,3.35,3,3.63,12296707100,12.2967071,0.0208,1.33,0.67,3.67,2.67,3.33,D-,A-,B-,B+,D+
1253,DK,Delek US Holdings| Inc.,3.35,3,2.69,1928981120,1.92898112,0.0301,1.67,0,1,3.33,4,F,D,B+,A,C-
1254,NGS,Natural Gas Services Group| Inc.,3.34,3,4.5,141287632,0.141287632, N/A ,1.67,2.67,0,2,4.33,B-,F,C,A+,C-
1255,SNA,Snap-on Incorporated,3.34,3,2.84,13780527100,13.7805271,0.0249,2,1,3.67,2.67,4,D,A-,B-,A,C
1256,LBRT,Liberty Energy Inc.,3.34,4,3.68,3097748740,3.09774874,0.011,3.33,4.33,2.33,3.33,0.67,A+,C+,B+,D-,B+
1257,ABBNY,ABB Ltd,3.34,3.5,3.33,67782603000,67.782603, N/A ,1.67,0.67,3.67,2.67,4.33,D-,A-,B-,A+,C-
1258,FICO,Fair Isaac Corporation,3.34,3,3.7,22157719600,22.1577196, N/A ,0,3,4.33,4,3,B,A+,A,B,F
1259,BDC,Belden Inc.,3.34,4,4.75,4097331460,4.09733146,0.0021,0.67,1.33,3,3.33,4,D+,B,B+,A,D-
1260,DLO,DLocal Limited,3.34,3.5,3.1,6091546100,6.0915461, N/A ,0,4.33,3.67,4.33,3,A+,A-,A+,B,F
1261,IPAR,Inter Parfums| Inc.,3.34,3,4,4277705220,4.27770522,0.0171,0.67,3,2.67,4,4,B,B-,A,A,D-
1262,RIOT,Riot Platforms| Inc.,3.34,3,4.66,2032804990,2.03280499, N/A ,2.67,3,0.67,4.33,1.67,B,D-,A+,C-,B-
1263,GHSI,Guardion Health Sciences| Inc.,3.34,N/A,4,9995373,0.009995373, N/A ,4,2.67,0.67,3.67,3.67,B-,D-,A-,A-,A
1264,BTI,British American Tobacco p.l.c.,3.34,4.4,4.25,74634846000,74.634846,0.0827,4.33,1,4.33,2,3,D,A+,C,B,A+
1265,NXGN,NextGen Healthcare| Inc.,3.34,3.5,3.3,1583817980,1.58381798, N/A ,0,4,3.67,4,2.67,A,A-,A,B-,F
1266,NEOG,Neogen Corporation,3.34,3,4.33,4611705900,4.6117059, N/A ,0,3.33,3.67,4,3.67,B+,A-,A,A-,F
1267,MFG,Mizuho Financial Group| Inc.,3.34,N/A,4,45258949000,45.258949,0.0344,4,0,4.33,4.33,1,F,A+,A+,D,A
1268,ISRG,Intuitive Surgical| Inc.,3.34,3.75,3.93,1.07E+11,106.72, N/A ,0,3,4.33,3.67,3.33,B,A+,A-,B+,F
1269,DANOY,Danone S.A.,3.34,3,2,36789559000,36.789559,0.0383,2.67,0.67,3.67,3,4.33,D-,A-,B,A+,B-
1270,ABCM,Abcam plc,3.34,3,3,5222603300,5.2226033, N/A ,0,4,3.67,4,2.67,A,A-,A,B-,F
1271,ADDYY,adidas AG,3.34,3,4,33136273400,33.1362734,0.0041,0,4,1.67,3.33,3.67,A,C-,B+,A-,F
1272,AME,AMETEK| Inc.,3.34,4,4.11,34982879000,34.982879,0.0064,0,2,4,2.67,4.33,C,A,B-,A+,F
1273,HAE,Haemonetics Corporation,3.34,4,3.85,4569659400,4.5696594, N/A ,0.67,2,4,3.67,4.33,C,A,A-,A+,D-
1274,ITW,Illinois Tool Works Inc.,3.34,3.5,2.77,72062640000,72.06264,0.022,0.67,0.67,4.33,2.67,3.33,D-,A+,B-,B+,D-
1275,TPVG,TriplePoint Venture Growth,3.34,3.44,3.25,382116000,0.382116,0.1456,4.33,1,3.67,1.67,3.33,D,A-,C-,B+,A+
1276,BCS,Barclays PLC,3.34,4,3.5,30600937500,30.6009375,0.0476,3.33,0.67,0,2.67,4,D-,F,B-,A,B+
1277,WST,West Pharmaceutical Services| Inc.,3.34,4,3.81,29114611700,29.1146117,0.0019,0,0.67,4,4,3.33,D-,A,A,B+,F
1278,LMNL,Liminal BioSciences Inc.,3.34,N/A,3,13164423,0.013164423, N/A ,3.33,0.67,3.33,4.33,1.67,D-,B+,A+,C-,B+
1279,NVSEF,Novartis AG,3.34,3,3,2.13E+11,212.625,0.0333,1.33,1.33,4.33,3.67,-1,D+,A+,A-,N/A,D+
1280,ESQ,Esquire Financial Holdings| Inc.,3.34,N/A,4,365301280,0.36530128,0.0097,0,4,2.67,3.67,4,A,B-,A-,A,F
1281,FBP,First BanCorp.,3.34,N/A,4.2,2419778050,2.41977805,0.0396,1.67,1.33,2.33,3,4.33,D+,C+,B,A+,C-
1282,SWI,SolarWinds Corporation,3.34,3,3,1657266820,1.65726682, N/A ,2.67,1.33,3,3,3.67,D+,B,B,A-,B-
1283,EVTC,EVERTEC| Inc.,3.33,4,3,2437866750,2.43786675,0.0053,0,2.33,3.67,3.67,4.33,C+,A-,A-,A+,F
1284,KD,Kyndryl Holdings| Inc.,3.33,3.5,3.25,3666850820,3.66685082, N/A ,4,0.67,2.33,4,2.67,D-,C+,A,B-,A
1285,NTCO,Natura &Co Holding S.A.,3.33,3.5,4.25,4270185980,4.27018598, N/A ,2,1.33,1.33,3.67,4.33,D+,D+,A-,A+,C
1286,ACVA,ACV Auctions Inc.,3.33,3,4.23,2520681730,2.52068173, N/A ,1.33,2.67,1,4,3,B-,D,A,B,D+
1287,MTAL,Metals Acquisition Limited,3.33,N/A,4.5,580913410,0.58091341, N/A ,4,-1,1.33,3.67,-1,N/A,D+,A-,N/A,A
1288,TOPS,Top Ships Inc.,3.33,3,4,14016422,0.014016422, N/A ,4.33,2,4.33,0,4.33,C,A+,F,A+,A+
1289,STE,STERIS plc,3.33,3.5,3.83,22670331900,22.6703319,0.0084,0,1.67,4,3.67,4,C-,A,A-,A,F
1290,SU,Suncor Energy Inc.,3.33,4.25,3.94,45167464000,45.167464,0.0439,2.67,1,3.67,2.33,3.33,D,A-,C+,B+,B-
1291,ZWS,Zurn Elkay Water Solutions Corporation,3.33,3,4.57,4922093100,4.9220931,0.0098,0,2.33,2,3.33,3.67,C+,C,B+,A-,F
1292,SLB,Schlumberger Limited,3.33,3.6,4.45,86339355000,86.339355,0.0153,0,3.33,3,3.67,2,B+,B,A-,C,F
1293,GPS,The Gap| Inc.,3.33,3.66,3.09,4142663170,4.14266317,0.0536,3.33,0.67,3,3,3,D-,B,B,B,B+
